idx|chapter|sec|no|content|lang
1027|20|18|18|For the Lord had kept all the women of the house of Abimelech from having children, because of Sarah, Abraham's wife.|en
1028|21|1|1|耶和華按著先前的話眷顧撒拉，便照他所說的給撒拉成就。|zh
1029|21|1|1|And the Lord came to Sarah as he had said and did to her as he had undertaken.|en
1030|21|2|2|當亞伯拉罕年老的時候，撒拉懷了孕；到神所說的日期，就給亞伯拉罕生了一個兒子。|zh
1031|21|2|2|And Sarah became with child, and gave Abraham a son when he was old, at the time named by God.|en
1032|21|3|3|亞伯拉罕給撒拉所生的兒子起名叫以撒。|zh
1033|21|3|3|And Abraham gave to his son, to whom Sarah had given birth, the name Isaac.|en
1034|21|4|4|以撒生下來第八日，亞伯拉罕照著神所吩咐的，給以撒行了割禮。|zh
1035|21|4|4|And when his son Isaac was eight days old, Abraham made him undergo circumcision, as God had said to him.|en
1036|21|5|5|他兒子以撒生的時候，亞伯拉罕年一百歲。|zh
1037|21|5|5|Now Abraham was a hundred years old when the birth of Isaac took place.|en
1038|21|6|6|撒拉說：神使我喜笑，凡聽見的必與我一同喜笑；|zh
1039|21|6|6|And Sarah said, God has given me cause for laughing, and everyone who has news of it will be laughing with me.|en
1040|21|7|7|又說：誰能預先對亞伯拉罕說撒拉要乳養嬰孩呢？因為在他年老的時候，我給他生了一個兒子。|zh
1041|21|7|7|And she said, Who would have said to Abraham that Sarah would have a child at her breast? for see, I have given him a son now when he is old.|en
1042|21|8|8|孩子漸長，就斷了奶。以撒斷奶的日子，亞伯拉罕設擺豐盛的筵席。|zh
1043|21|8|8|And when the child was old enough to be taken from the breast, Abraham made a great feast.|en
1044|21|9|9|當時，撒拉看見埃及人夏甲給亞伯拉罕所生的兒子戲笑，|zh
1045|21|9|9|And Sarah saw the son of Hagar the Egyptian playing with Isaac.|en
1046|21|10|10|就對亞伯拉罕說：你把這使女和他兒子趕出去！因為這使女的兒子不可與我的兒子以撒一同承受產業。|zh
1047|21|10|10|So she said to Abraham, Send away that woman and her son: for the son of that woman is not to have a part in the heritage with my son Isaac.|en
1048|21|11|11|亞伯拉罕因他兒子的緣故很憂愁。|zh
1049|21|11|11|And this was a great grief to Abraham because of his son.|en
1050|21|12|12|神對亞伯拉罕說：你不必為這童子和你的使女憂愁。凡撒拉對你說的話，你都該聽從；因為從以撒生的，才要稱為你的後裔。|zh
1051|21|12|12|But God said, Let it not be a grief to you because of the boy and Hagar his mother; give ear to whatever Sarah says to you, because it is from Isaac that your seed will take its name.|en
1052|21|13|13|至於使女的兒子，我也必使他的後裔成立一國，因為他是你所生的。|zh
1053|21|13|13|And I will make a nation of the son of your servant-woman, because he is your seed.|en
1054|21|14|14|亞伯拉罕清早起來，拿餅和一皮袋水，給了夏甲，搭在他的肩上，又把孩子交給他，打發他走。夏甲就走了，在別是巴的曠野走迷了路。|zh
1055|21|14|14|And early in the morning Abraham got up, and gave Hagar some bread and a water-skin, and put the boy on her back, and sent her away: and she went, wandering in the waste land of Beer-sheba.|en
1056|21|15|15|皮袋的水用盡了，夏甲就把孩子撇在小樹底下，|zh
1057|21|15|15|And when all the water in the skin was used up, she put the child down under a tree.|en
1058|21|16|16|自己走開約有一箭之遠，相對而坐，說：我不忍見孩子死，就相對而坐，放聲大哭。|zh
1059|21|16|16|And she went some distance away, about an arrow flight, and seating herself on the earth, she gave way to bitter weeping, saying, Let me not see the death of my child.|en
1060|21|17|17|神聽見童子的聲音；神的使者從天上呼叫夏甲說：夏甲，你為何這樣呢？不要害怕，　神已經聽見童子的聲音了。|zh
1061|21|17|17|And the boy's cry came to the ears of God; and the angel of God said to Hagar from heaven, Hagar, why are you weeping? have no fear, for the child's cry has come to the ears of God.|en
1062|21|18|18|起來！把童子抱在懷(原文作手)中，我必使他的後裔成為大國。|zh
1063|21|18|18|Come, take your child in your arms, for I will make of him a great nation.|en
1064|21|19|19|神使夏甲的眼睛明亮，他就看見一口水井，便去將皮袋盛滿了水，給童子喝。|zh
1065|21|19|19|Then God made her eyes open, and she saw a water-spring, and she got water in the skin and gave the boy a drink.|en
1066|21|20|20|神保佑童子，他就漸長，住在曠野，成了弓箭手。|zh
1067|21|20|20|And God was with the boy, and he became tall and strong, and he became a bowman, living in the waste land.|en
1068|21|21|21|他住在巴蘭的曠野；他母親從埃及地給他娶了一個妻子。|zh
1069|21|21|21|And while he was in the waste land of Paran, his mother got him a wife from the land of Egypt.|en
1070|21|22|22|當那時候，亞比米勒同他軍長非各對亞伯拉罕說：凡你所行的事都有神的保佑。|zh
1071|21|22|22|Now at that time, Abimelech and Phicol, the captain of his army, said to Abraham, I see that God is with you in all you do.|en
1072|21|23|23|我願你如今在這裡指著神對我起誓，不要欺負我與我的兒子，並我的子孫。我怎樣厚待了你，你也要照樣厚待我與你所寄居這地的民。|zh
1073|21|23|23|Now, then, give me your oath, in the name of God, that you will not be false to me or to my sons after me, but that as I have been good to you, so you will be to me and to this land where you have been living.|en
1074|21|24|24|亞伯拉罕說：我情願起誓。|zh
1075|21|24|24|And Abraham said, I will give you my oath.|en
1076|21|25|25|從前，亞比米勒的僕人霸佔了一口水井，亞伯拉罕為這事指責亞比米勒。|zh
1077|21|25|25|But Abraham made a protest to Abimelech because of a water-hole which Abimelech's servants had taken by force.|en
1078|21|26|26|亞比米勒說：誰做這事，我不知道，你也沒有告訴我，今日我才聽見了。|zh
1079|21|26|26|But Abimelech said, I have no idea who has done this thing; you never gave me word of it, and I had no knowledge of it till this day.|en
1080|21|27|27|亞伯拉罕把羊和牛給了亞比米勒，二人就彼此立約。|zh
1081|21|27|27|And Abraham took sheep and oxen and gave them to Abimelech, and the two of them made an agreement together.|en
1082|21|28|28|亞伯拉罕把七隻母羊羔另放在一處。|zh
1083|21|28|28|And Abraham put seven young lambs of the flock on one side by themselves.|en
1084|21|29|29|亞比米勒問亞伯拉罕說：你把這七隻母羊羔另放在一處，是甚麼意思呢？|zh
1085|21|29|29|Then Abimelech said, What are these seven lambs which you have put on one side?|en
1086|21|30|30|他說：你要從我手裡受這七隻母羊羔，作我挖這口井的證據。|zh
1087|21|30|30|And he said, Take these seven lambs from me as a witness that I have made this water-hole.|en
1088|21|31|31|所以他給那地方起名叫別是巴，因為他們二人在那裡起了誓。(別是巴就是盟誓的井的意思)|zh
1089|21|31|31|So he gave that place the name Beer-sheba, because there the two of them had given their oaths.|en
1090|21|32|32|他們在別是巴立了約，亞比米勒就同他軍長非各起身回非利士地去了。|zh
1091|21|32|32|So they made an agreement at Beer-sheba, and Abimelech and Phicol, the captain of his army, went back to the land of the Philistines.|en
1092|21|33|33|亞伯拉罕在別是巴栽上一棵垂絲柳樹，又在那裡求告耶和華─永生神的名。|zh
1093|21|33|33|And Abraham, after planting a holy tree in Beer-sheba, gave worship to the name of the Lord, the Eternal God.|en
1094|21|34|34|亞伯拉罕在非利士人的地寄居了多日。|zh
1095|21|34|34|And Abraham went on living in the land of the Philistines as in a strange country.|en
1096|22|1|1|這些事以後，神要試驗亞伯拉罕，就呼叫他說：亞伯拉罕！他說：我在這裡。|zh
1097|22|1|1|Now after these things, God put Abraham to the test, and said to him, Abraham; and he said, Here am I.|en
1098|22|2|2|神說：你帶著你的兒子，就是你獨生的兒子，你所愛的以撒，往摩利亞地去，在我所要指示你的山上，把他獻為燔祭。|zh
1099|22|2|2|And he said to him, Take your son, your dearly loved only son Isaac, and go to the land of Moriah and give him as a burned offering on one of the mountains of which I will give you knowledge.|en
1100|22|3|3|亞伯拉罕清早起來，備上驢，帶著兩個僕人和他兒子以撒，也劈好了燔祭的柴，就起身往神所指示他的地方去了。|zh
1101|22|3|3|And Abraham got up early in the morning, and made ready his ass, and took with him two of his young men and Isaac, his son, and after the wood for the burned offering had been cut, he went on his way to the place of which God had given him word.|en
1102|22|4|4|到了第三日，亞伯拉罕舉目遠遠的看見那地方。|zh
1103|22|4|4|And on the third day, Abraham, lifting up his eyes, saw the place a long way off.|en
1104|22|5|5|亞伯拉罕對他的僕人說：你們和驢在此等候，我與童子往那裡去拜一拜，就回到你們這裡來。|zh
1105|22|5|5|Then he said to his young men, Keep here with the ass; and I and the boy will go on and give worship and come back again to you.|en
1106|22|6|6|亞伯拉罕把燔祭的柴放在他兒子以撒身上，自己手裡拿著火與刀；於是二人同行。|zh
1107|22|6|6|And Abraham put the wood for the burned offering on his son's back, and he himself took the fire and the knife in his hand, and the two of them went on together.|en
